store_id_date,reserve_visitors,diff_day,air_store_id,visit_date
air_034a3d5b40d5b1b1_2017-02-19,50,15,air_034a3d5b40d5b1b1,2017-02-19
air_034a3d5b40d5b1b1_2017-02-26,9,8,air_034a3d5b40d5b1b1,2017-02-26
air_034a3d5b40d5b1b1_2017-03-12,3,8,air_034a3d5b40d5b1b1,2017-03-12
air_034a3d5b40d5b1b1_2017-03-18,3,5,air_034a3d5b40d5b1b1,2017-03-18
air_034a3d5b40d5b1b1_2017-04-08,2,40,air_034a3d5b40d5b1b1,2017-04-08
air_03963426c9312048_2016-01-07,17,2,air_03963426c9312048,2016-01-07
air_03963426c9312048_2016-01-08,62,14,air_03963426c9312048,2016-01-08
air_03963426c9312048_2016-01-09,54,15,air_03963426c9312048,2016-01-09
air_03963426c9312048_2016-01-10,15,6,air_03963426c9312048,2016-01-10
air_03963426c9312048_2016-01-11,24,5,air_03963426c9312048,2016-01-11
air_03963426c9312048_2016-01-12,16,0,air_03963426c9312048,2016-01-12
air_03963426c9312048_2016-01-13,6,1,air_03963426c9312048,2016-01-13
air_03963426c9312048_2016-01-14,17,8,air_03963426c9312048,2016-01-14
air_03963426c9312048_2016-01-15,70,50,air_03963426c9312048,2016-01-15
air_03963426c9312048_2016-01-16,14,29,air_03963426c9312048,2016-01-16
air_03963426c9312048_2016-01-17,36,11,air_03963426c9312048,2016-01-17
air_03963426c9312048_2016-01-18,31,16,air_03963426c9312048,2016-01-18
air_03963426c9312048_2016-01-20,10,10,air_03963426c9312048,2016-01-20
air_03963426c9312048_2016-01-21,39,42,air_03963426c9312048,2016-01-21
air_03963426c9312048_2016-01-22,53,60,air_03963426c9312048,2016-01-22
air_03963426c9312048_2016-01-23,61,40,air_03963426c9312048,2016-01-23
air_03963426c9312048_2016-01-24,9,11,air_03963426c9312048,2016-01-24
air_03963426c9312048_2016-01-25,34,17,air_03963426c9312048,2016-01-25
air_03963426c9312048_2016-01-26,39,26,air_03963426c9312048,2016-01-26
air_03963426c9312048_2016-01-27,14,21,air_03963426c9312048,2016-01-27
air_03963426c9312048_2016-01-28,32,5,air_03963426c9312048,2016-01-28
air_03963426c9312048_2016-01-29,53,47,air_03963426c9312048,2016-01-29
air_03963426c9312048_2016-01-30,65,69,air_03963426c9312048,2016-01-30
air_03963426c9312048_2016-01-31,14,32,air_03963426c9312048,2016-01-31
air_03963426c9312048_2016-02-01,14,17,air_03963426c9312048,2016-02-01
air_03963426c9312048_2016-02-02,24,9,air_03963426c9312048,2016-02-02
air_03963426c9312048_2016-02-03,2,2,air_03963426c9312048,2016-02-03
air_03963426c9312048_2016-02-04,2,0,air_03963426c9312048,2016-02-04
air_03963426c9312048_2016-02-06,58,76,air_03963426c9312048,2016-02-06
air_03963426c9312048_2016-02-07,5,1,air_03963426c9312048,2016-02-07
air_03963426c9312048_2016-02-10,32,36,air_03963426c9312048,2016-02-10
air_03963426c9312048_2016-02-11,15,8,air_03963426c9312048,2016-02-11
air_03963426c9312048_2016-02-12,60,40,air_03963426c9312048,2016-02-12
air_03963426c9312048_2016-02-13,43,25,air_03963426c9312048,2016-02-13
air_03963426c9312048_2016-02-14,10,6,air_03963426c9312048,2016-02-14
air_03963426c9312048_2016-02-16,8,2,air_03963426c9312048,2016-02-16
air_03963426c9312048_2016-02-17,8,1,air_03963426c9312048,2016-02-17
air_03963426c9312048_2016-02-18,28,10,air_03963426c9312048,2016-02-18
air_03963426c9312048_2016-02-19,53,48,air_03963426c9312048,2016-02-19
air_03963426c9312048_2016-02-20,7,11,air_03963426c9312048,2016-02-20
air_03963426c9312048_2016-02-21,2,7,air_03963426c9312048,2016-02-21
air_03963426c9312048_2016-02-22,2,3,air_03963426c9312048,2016-02-22
air_03963426c9312048_2016-02-24,30,27,air_03963426c9312048,2016-02-24
air_03963426c9312048_2016-02-26,29,34,air_03963426c9312048,2016-02-26
air_03963426c9312048_2016-02-27,70,43,air_03963426c9312048,2016-02-27
air_03963426c9312048_2016-02-28,3,0,air_03963426c9312048,2016-02-28
air_03963426c9312048_2016-03-01,9,1,air_03963426c9312048,2016-03-01
air_03963426c9312048_2016-03-02,19,13,air_03963426c9312048,2016-03-02
air_03963426c9312048_2016-03-03,4,5,air_03963426c9312048,2016-03-03
air_03963426c9312048_2016-03-04,36,54,air_03963426c9312048,2016-03-04
air_03963426c9312048_2016-03-05,35,41,air_03963426c9312048,2016-03-05
air_03963426c9312048_2016-03-06,16,24,air_03963426c9312048,2016-03-06
air_03963426c9312048_2016-03-07,19,20,air_03963426c9312048,2016-03-07
air_03963426c9312048_2016-03-08,34,51,air_03963426c9312048,2016-03-08
air_03963426c9312048_2016-03-09,42,23,air_03963426c9312048,2016-03-09
air_03963426c9312048_2016-03-10,13,16,air_03963426c9312048,2016-03-10
air_03963426c9312048_2016-03-11,59,32,air_03963426c9312048,2016-03-11
air_03963426c9312048_2016-03-13,20,9,air_03963426c9312048,2016-03-13
air_03963426c9312048_2016-03-14,25,11,air_03963426c9312048,2016-03-14
air_03963426c9312048_2016-03-15,7,0,air_03963426c9312048,2016-03-15
air_03963426c9312048_2016-03-16,13,5,air_03963426c9312048,2016-03-16
air_03963426c9312048_2016-03-17,44,27,air_03963426c9312048,2016-03-17
air_03963426c9312048_2016-03-18,91,64,air_03963426c9312048,2016-03-18
air_03963426c9312048_2016-03-19,64,82,air_03963426c9312048,2016-03-19
air_03963426c9312048_2016-03-20,19,19,air_03963426c9312048,2016-03-20
air_03963426c9312048_2016-03-22,34,24,air_03963426c9312048,2016-03-22
air_03963426c9312048_2016-03-23,57,75,air_03963426c9312048,2016-03-23
air_03963426c9312048_2016-03-24,62,30,air_03963426c9312048,2016-03-24
air_03963426c9312048_2016-03-25,72,60,air_03963426c9312048,2016-03-25
air_03963426c9312048_2016-03-26,45,21,air_03963426c9312048,2016-03-26
air_03963426c9312048_2016-03-27,2,5,air_03963426c9312048,2016-03-27
air_03963426c9312048_2016-03-28,21,38,air_03963426c9312048,2016-03-28
air_03963426c9312048_2016-03-29,36,79,air_03963426c9312048,2016-03-29
air_03963426c9312048_2016-03-30,38,12,air_03963426c9312048,2016-03-30
air_03963426c9312048_2016-04-01,16,9,air_03963426c9312048,2016-04-01
air_03963426c9312048_2016-04-02,23,9,air_03963426c9312048,2016-04-02
air_03963426c9312048_2016-04-03,10,5,air_03963426c9312048,2016-04-03
air_03963426c9312048_2016-04-04,25,20,air_03963426c9312048,2016-04-04
air_03963426c9312048_2016-04-05,22,10,air_03963426c9312048,2016-04-05
air_03963426c9312048_2016-04-06,43,29,air_03963426c9312048,2016-04-06
air_03963426c9312048_2016-04-07,26,9,air_03963426c9312048,2016-04-07
air_03963426c9312048_2016-04-08,62,104,air_03963426c9312048,2016-04-08
air_03963426c9312048_2016-04-09,27,21,air_03963426c9312048,2016-04-09
air_03963426c9312048_2016-04-10,15,9,air_03963426c9312048,2016-04-10
air_03963426c9312048_2016-04-11,35,15,air_03963426c9312048,2016-04-11
air_03963426c9312048_2016-04-13,23,13,air_03963426c9312048,2016-04-13
air_03963426c9312048_2016-04-14,43,12,air_03963426c9312048,2016-04-14
air_03963426c9312048_2016-04-15,27,41,air_03963426c9312048,2016-04-15
air_03963426c9312048_2016-04-16,27,33,air_03963426c9312048,2016-04-16
air_03963426c9312048_2016-04-17,4,7,air_03963426c9312048,2016-04-17
air_03963426c9312048_2016-04-18,10,3,air_03963426c9312048,2016-04-18
air_03963426c9312048_2016-04-19,11,11,air_03963426c9312048,2016-04-19
air_03963426c9312048_2016-04-21,27,15,air_03963426c9312048,2016-04-21
air_03963426c9312048_2016-04-22,73,85,air_03963426c9312048,2016-04-22
air_03963426c9312048_2016-04-23,42,39,air_03963426c9312048,2016-04-23
air_03963426c9312048_2016-04-24,16,8,air_03963426c9312048,2016-04-24
air_03963426c9312048_2016-04-26,35,12,air_03963426c9312048,2016-04-26
air_03963426c9312048_2016-04-27,27,14,air_03963426c9312048,2016-04-27
air_03963426c9312048_2016-04-28,65,94,air_03963426c9312048,2016-04-28
air_03963426c9312048_2016-04-29,32,18,air_03963426c9312048,2016-04-29
air_03963426c9312048_2016-04-30,32,33,air_03963426c9312048,2016-04-30
air_03963426c9312048_2016-05-01,25,14,air_03963426c9312048,2016-05-01
air_03963426c9312048_2016-05-02,4,9,air_03963426c9312048,2016-05-02
air_03963426c9312048_2016-05-03,23,58,air_03963426c9312048,2016-05-03
air_03963426c9312048_2016-05-04,17,3,air_03963426c9312048,2016-05-04
air_03963426c9312048_2016-05-05,4,1,air_03963426c9312048,2016-05-05
air_03963426c9312048_2016-05-06,32,23,air_03963426c9312048,2016-05-06
air_03963426c9312048_2016-05-07,19,8,air_03963426c9312048,2016-05-07
air_03963426c9312048_2016-05-08,7,0,air_03963426c9312048,2016-05-08
air_03963426c9312048_2016-05-10,7,5,air_03963426c9312048,2016-05-10
air_03963426c9312048_2016-05-11,41,16,air_03963426c9312048,2016-05-11
air_03963426c9312048_2016-05-12,32,25,air_03963426c9312048,2016-05-12
air_03963426c9312048_2016-05-13,48,74,air_03963426c9312048,2016-05-13
air_03963426c9312048_2016-05-14,48,28,air_03963426c9312048,2016-05-14
air_03963426c9312048_2016-05-15,24,9,air_03963426c9312048,2016-05-15
air_03963426c9312048_2016-05-17,16,7,air_03963426c9312048,2016-05-17
air_03963426c9312048_2016-05-19,10,9,air_03963426c9312048,2016-05-19
air_03963426c9312048_2016-05-21,46,48,air_03963426c9312048,2016-05-21
air_03963426c9312048_2016-05-22,12,6,air_03963426c9312048,2016-05-22
air_03963426c9312048_2016-05-23,7,3,air_03963426c9312048,2016-05-23
air_03963426c9312048_2016-10-27,42,18,air_03963426c9312048,2016-10-27
air_03963426c9312048_2016-10-28,54,74,air_03963426c9312048,2016-10-28
air_03963426c9312048_2016-10-29,4,14,air_03963426c9312048,2016-10-29
air_03963426c9312048_2016-10-31,12,13,air_03963426c9312048,2016-10-31
air_03963426c9312048_2016-11-01,12,27,air_03963426c9312048,2016-11-01
air_03963426c9312048_2016-11-02,21,41,air_03963426c9312048,2016-11-02
air_03963426c9312048_2016-11-03,2,0,air_03963426c9312048,2016-11-03
air_03963426c9312048_2016-11-04,52,67,air_03963426c9312048,2016-11-04
